FIPS,parish_name,Population,Median_Household_Income,Percent_less_18_yo,Percent_65_over,Percent_Black,Percent_American_Indian_Alaska_Native,Percent_Asian,Percent_Native_Hawaiian_Other_Pacific_Islander,Percent_Hispanic,Percent_Non_Hispanic_White,Percent_Not_Proficient_in_English,Life_Expectancy,Average_Daily_PM2_5,Weighted_RH_Ave,Weighted_IH_Ave,COVID19_Cases,COVID19_Deaths,Deaths_per_10000,Deaths_Black,Deaths_White,Deaths_Other,Cases_Black,Cases_White,Cases_Other,Black_Population,Black_Deaths_per_10000,White_Population,White_Deaths_per_10000,Other_Population,Other_Deaths_per_10000,Age_Adjusted_Cancer_Incidence_Rate_cases_per_100k,Percent_Frequent_Physical_Distress,Percent_Frequent_Mental_Distress,Percent_Adults_with_Diabetes,Percent_Food_Insecure,Percent_Limited_Access_Healthy_Foods,Number_Drug_Overdose_Deaths,Drug_Overdose_Mortality_Rate,Percent_Uninsured,Ave_Grade_Performance_Reading,Average_Grade_Performance_Math,Segregation_Index_black_white,Segregation_Index_nonwhite_white,Percent_Female,Percent_Rural,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,High_School_Graduation_Rate,Percent_some_college,Percent_Unemployed,Percent_Children_in_Poverty,Eightyth_Percentile_Income,twentyth_Percentile_Income,Income_Ratio,Percent_Single_Parent_Households,Percent_Severe_Housing_Problems,Cancer_Alley,PM_2_5_Total_Emissions,PM_2_5_per_person,PM_2_5_per_km_2
22059,La Salle Parish,14917,45742,22.92015821,16.92029228,11.97291681,1.32734464,0.294965476,0.033518804,2.949654756,82.6037407,0.793707544,75.40021095,9.1,0.538361108,0.009870621,1464,36,24.13353892,6,30,0,166,889,309,1855,32.34501348,12639,23.73605507,455,,470.6,14.97737347,15.84844429,18,14.4,6.043496695,,,12.02888341,2.899720662,2.919722769,52.95379967,47.09147942,48.16652142,73.19006044,21.66421263,4.840557462,5.042820193,22.66483009,34.4,7.5,31.8,57.01813298,96.1,41.58592555,4.388615042,24.2,89085,15153,5.879033855,38.74133949,10.2443609,0,421.6263222,0.02826482,0.245700247
22061,Lincoln Parish,47196,36525,20.02712094,13.55199593,40.29578778,0.485210611,1.616662429,0.103822358,3.210017798,53.37316722,0.771248571,77.8314371,9.6,0.579601546,0.011790772,4365,91,19.28129503,45,46,0,1518,1992,591,19343,23.26422995,25524,18.02225357,2489,,408.1,16.24730142,16.51451945,10.1,21,17.68906857,,,9.715620501,2.921897554,2.754750787,53.06558323,47.01112416,51.37723536,40.6782925,23.17574085,4.987245815,5.11906317,20.97949762,35.8,5.2,30.7,47.39488606,95.7,64.1495042,5.222339498,29.9,85556,13165,6.498746677,43.74867332,19.30592009,0,812.1089832,0.017207157,0.663796805
22063,Livingston Parish,139567,63088,25.58986007,13.19939527,6.546676507,0.475040662,0.67494465,0.052304628,3.844031899,87.40748171,0.733538174,76.50984536,9.7,0.653497652,0.015487276,12995,202,14.47333539,19,183,0,1341,10116,1122,8323,22.8283071,125734,14.55453577,4054,,470.3,12.73664467,13.96250781,10.4,9.3,5.102124435,158,37.80510273,8.93927112,3.236296625,3.069916227,31.70045183,21.63328549,50.69751446,41.11664818,18.2048654,4.253738619,4.747987085,21.60431621,36.5,8.5,31,78.47312265,86.6,55.77269221,4.050591908,15,120396,26402,4.560109083,30.58573783,11.44434031,0,1225.756881,0.00878257,0.684463637
22065,Madison Parish,11161,28452,23.7344324,14.38939163,62.44064152,0.340471284,0.27775289,0,2.159304722,33.76041573,0.244292023,72.43494843,9.6,0.53099054,0.010209514,1561,37,33.15115133,15,22,0,872,347,233,7301,20.5451308,4074,54.00098184,97,,460.7,19.23141384,18.68091547,19.2,26.3,5.108300748,,,8.977162294,2.432576145,2.116349613,60.70819242,60.2972149,50.36287071,22.44273547,31.10476267,5.924198147,5.672641926,27.63817016,41.2,5.3,38.6,85.18977921,40.4,33.72399648,8.298869589,56.3,63180,10982,5.753050446,66.09237537,18.25980392,0,463.7222178,0.041548447,0.275195279
22067,Morehouse Parish,25398,34023,24.15938263,18.75344515,47.73997953,0.228364438,0.539412552,0.066934404,1.374123947,48.96448539,0.078376372,71.9409032,9.8,0.517041169,0.009110946,2766,73,28.74242066,35,36,1,1390,1030,209,12793,27.3587118,12857,28.00031111,342,29.23976608,547.6,17.35900696,17.31238842,13.8,21.7,15.12535324,16,20.74957852,9.18211774,2.232859614,2.226425168,54.2779197,53.81505214,51.91747382,50.03752815,28.33177165,5.562705703,5.422271122,22.6412886,43.2,5.3,33,73.90900318,69.2,41.81041845,8.172275091,41.1,69667,12803,5.441459033,47.775815,14.98783455,0,1185.053584,0.046659327,0.567608939
22069,Natchitoches Parish,38659,36298,23.44344137,16.59380739,40.98140149,1.091595747,0.644093225,0.041387517,2.447036913,52.87772576,0.280027454,74.73850807,9.6,0.585890259,0.009804381,3986,85,21.98711814,38,46,0,1648,1889,300,15775,24.08874802,20896,22.01378254,2292,,481.5,16.83260715,17.52536443,15.7,22.3,13.88490111,,,9.632281159,2.605581513,2.549224835,47.13596076,44.47061864,51.915466,50.05054845,26.00375773,5.258963982,5.403354953,23.70099409,36.4,5.3,28.3,69.05171107,79.5,55.56896344,5.814727416,33.4,69114,10239,6.750073249,51.07758621,18.20076415,0,2842.962478,0.073539473,0.844655268
22071,Orleans Parish,391006,38855,19.97053754,14.77215183,59.11597265,0.338102229,2.933970323,0.055242119,5.617049355,30.75144627,1.543945262,76.8623548,9,0.559697834,0.027686297,29458,785,20.07641826,569,202,14,14687,10537,2993,232789,24.4427357,132423,15.25414769,24436,5.729251923,447.4,14.46690414,15.65301515,10.6,21.8,8.852439074,463,39.37767958,9.863297457,2.651659473,2.475784355,65.91761215,63.80397298,52.668757,0.591863979,21.19276632,4.530522204,4.850320381,22.60962413,29.6,5.8,23.9,94.07118073,72.8,69.80588389,5.006569935,33.6,97429,13143,7.412995511,60.74594886,25.79676451,1,1435.911729,0.003672352,1.584715338
22073,Ouachita Parish,154475,44371,24.87586988,14.79009549,37.31542321,0.307493122,1.047418676,0.046609484,2.228192264,58.02557048,0.261906403,74.92767896,9.5,0.593518356,0.014306983,17968,440,28.48357339,158,277,4,6740,6689,3375,58507,27.0053156,93224,29.71337853,4344,9.208103131,494,15.64609176,15.87915962,14.1,18.6,13.82947402,82,17.5464124,8.395497717,2.939782573,2.803787739,68.48449269,66.03683112,52.06344069,24.19138694,23.09344831,5.081688117,4.96205821,21.43165679,40.1,6,31.4,78.33788707,83.26271574,54.50865371,5.202944688,30.3,95474,15763,6.056841972,48.27224327,15.56980933,0,2191.205486,0.014184855,1.339264951
22075,Plaquemines Parish,23410,58643,25.87782999,13.42588637,20.72191371,1.819735156,4.378470739,0.200768902,7.821443827,62.99017514,1.969989874,78.21606749,8.9,0.424033097,0.01547847,2468,26,11.1063648,8,15,3,525,1506,320,4786,16.71541997,15871,9.451200302,2716,11.04565538,461.3,13.51740905,14.29941063,16.5,13.5,11.89777945,17,24.20893737,11.69451074,3.40007023,3.437120539,55.17329728,44.79265614,49.57283212,19.53823453,19.17469658,4.494417728,4.810954175,19.50308214,37.5,7.1,26.9,44.98307439,90.8,60.28182861,4.623698959,20.3,112368,18859,5.958322286,39.49925877,13.82301909,1,1025.862581,0.043821554,0.154284837
22077,Pointe Coupee Parish,21940,46603,21.84594348,20.5834093,35.32816773,0.291704649,0.32816773,0.004557885,2.880583409,60.26891522,0.556434979,75.73513103,9.3,0.565571703,0.011686769,2504,72,32.81677302,25,47,0,914,1279,242,7874,31.7500635,13504,34.80450237,780,,473.3,13.5952057,14.67981019,11.2,15.2,5.986718528,12,18.08127533,9.867385929,2.535652608,2.443036389,49.52410953,47.20540326,51.94621696,57.81071836,19.91937283,4.48148312,4.883678268,19.59360247,31.2,7.3,26.4,33.83036576,69.8,41.78832117,5.360536054,27.7,95733,15288,6.261970173,50.91061336,13.35227273,0,1494.797493,0.068131153,0.977620118
22079,Rapides Parish,130562,48116,24.70090838,16.3715323,31.74277355,0.899189657,1.408526217,0.045955178,3.194650817,61.11808949,0.805971367,74.40360393,9.3,0.602885251,0.012201245,11704,307,23.51373294,112,190,5,4173,5548,1295,41846,26.76480428,83774,22.6800678,5926,8.437394533,477.7,14.35216129,16.10185584,14.5,16.6,15.69190897,98,24.83313653,9.639394249,2.673133326,2.657035993,59.47184108,54.11610212,51.6183882,39.52725035,21.54231819,4.610524596,5.290940556,22.43795674,39.7,6.2,30.5,79.98601962,77.6,52.09622619,5.309238256,25.2,95983,17949,5.347540253,44.58871789,15.60585609,0,4022.756777,0.030811084,1.140779683
22081,Red River Parish,8477,36865,23.35731981,19.09873776,39.36534151,0.625221187,0.224135897,0.011796626,2.418308364,56.62380559,0.731284085,72.81355296,9.4,0.550847782,0.012515807,867,38,44.82717943,18,19,1,446,351,53,3364,53.50772889,4938,38.47711624,316,31.64556962,422.2,15.05039894,15.82454018,15.6,16.3,9.170980641,,,8.833455613,2.125024762,2.215202373,49.46516855,50.4027308,51.8933585,100,22.29647422,4.816069981,5.097647829,21.8837617,31.2,6.8,34.1,53.21746783,84.1,42.99492386,4.438383338,33.3,83417,13299,6.272426498,48.41498559,12.32091691,0,1287.02615,0.151825664,1.235489861
22083,Richland Parish,20192,35103,23.30625991,17.55150555,35.37044374,0.351624406,0.326862124,0.034667195,2.273177496,60.78645008,0.150955182,74.8189694,9.6,0.49886185,0.009116275,2391,53,26.24801902,16,37,0,939,1075,207,7286,21.95992314,12652,29.24438824,536,,461.5,16.71210989,17.10564598,18.8,19.5,6.419157632,,,9.778414042,2.404384235,2.470581415,50.74679465,48.79970405,51.20839937,66.04583836,25.16674499,5.288189811,5.422271196,23.22691861,35.6,6.5,34.4,43.59951749,78.4,39.33239493,6.239480644,36.9,83058,14807,5.609373945,56.46551724,9.432717678,0,788.159572,0.039033259,0.539169691
22085,Sabine Parish,24032,36423,23.58521971,20.72237017,16.66527963,9.175266312,0.432756325,0.045772304,3.96138482,67.34770306,0.252346379,76.40109436,9.4,0.528573503,0.008620068,2887,59,24.5505992,9,47,2,502,1442,865,3931,22.89493767,16735,28.08485211,3422,5.844535359,450.5,14.55861754,15.28845117,11.4,13.7,12.10174411,,,12.5661936,2.719833996,2.513529423,45.46208184,30.20579974,50.64081225,88.19791194,20.33052406,4.750726452,4.943931888,20.95449574,45.8,7.1,36.8,26.25345603,93.3,44.13716814,5.183705184,30.1,82479,14380,5.735674548,38.87343533,9.571508069,0,647.9655949,0.026962616,0.247328174
22087,St. Bernard Parish,46721,43983,26.62614242,11.42954988,22.91260889,0.841163503,2.33727874,0.064210954,10.20954175,62.06844888,1.784615385,74.89508221,9,0.547282654,0.027877191,3964,49,10.48778922,15,33,0,912,2533,375,10445,14.36093825,31838,10.36497267,3411,,480.3,14.94835534,15.54467835,13.4,13.8,19.183186,67,48.33671209,10.22995864,2.895100263,2.900227011,37.26883832,30.72674835,50.99419961,4.253837368,22.94613165,4.861640063,5.010841306,22.51784205,42.5,6.4,32.8,56.6036159,91,54.00623595,5.010502587,29.8,90342,18122,4.985211345,42.02341,15.81805838,1,1943.121929,0.041589905,0.348109537
22089,St. Charles Parish,52879,67585,24.43692203,13.56682237,25.98952325,0.433064165,1.104408177,0.049168857,6.301178162,64.86885153,0.790081439,77.81472246,9,0.949266563,0.019408916,5316,90,17.01998903,34,55,1,1402,3544,268,13967,24.34309444,36775,14.95581237,1982,5.045408678,462.1,12.01307591,13.35137498,10.9,11,18.25906613,32,20.1827803,7.377919321,3.182214512,3.106781617,50.72707812,47.7860699,50.94460939,11.48920046,18.54210415,4.011759346,4.473375764,18.72447371,37.3,7,24.8,81.05153467,81.6,64.49436536,4.39075293,21.7,131645,28516,4.61653107,40.84939713,12.51008878,1,3735.957428,0.07065106,3.634252227
22091,St. Helena Parish,10262,38699,21.05827324,19.93763399,51.93919314,0.526213214,0.399532255,0.068212824,1.880725005,44.19216527,0.101688021,74.07798709,8.8,0.596623477,0.009991252,902,9,8.77022023,,,,651,320,63,5626,,4583,,202,,502.3,17.01816056,17.18781417,11.4,20,3.468193695,12,38.53935832,10.12004802,2.140400789,1.900325115,13.45859525,13.41242635,51.7930228,100,26.77302318,5.344544666,5.357077041,23.91719357,32.4,6.6,31.1,18.67356958,73.9,36.8246968,6.56040656,35.3,95705,14697,6.511873171,56.88517378,12.39157373,0,292.8790288,0.028540151,0.27607298
22093,St. James Parish,21037,53903,22.56975805,17.16024148,48.84251557,0.251937063,0.389789419,0.019014118,1.673242383,48.25307791,0.134468848,76.08353378,9.5,0.656342967,0.01577809,1922,49,23.29229453,33,16,0,870,925,53,10622,31.06759556,10345,15.46640889,390,,514.8,13.2051732,14.12015347,8.7,16.7,9.649594069,,,7.104041662,3.085719482,3.023654012,34.03318629,34.46429003,51.6993868,27.70337526,20.20737661,4.340387404,4.634968662,19.00695547,38.1,6.7,35.4,31.83874763,85.1,53.7141743,6.17561917,25,112680,18050,6.24265928,52.07990115,12.13836478,1,1930.680388,0.091775462,2.948353339
22095,St. John the Baptist Parish,43184,50830,24.58549463,14.22749166,57.04195999,0.481659874,1.146257873,0.171359763,6.337995554,33.97323083,0.861814242,74.57089037,9.2,0.674504934,0.016412701,3630,137,31.72471286,72,65,0,2084,1167,231,24192,29.76190476,17206,37.77751947,2048,,467.6,13.72978784,14.43628311,10,17.1,12.942101,36,27.63788232,8.632432432,2.674190292,2.562309238,41.53840503,40.71186896,51.21804372,13.44612839,21.52610658,4.464648236,4.689541396,20.51601554,43.3,6.4,32,82.46015156,80.7,50.49647951,5.687083142,28.9,105985,20988,5.049790356,50.42576823,15.09925155,1,1385.996072,0.032095129,1.305173203
22097,St. Landry Parish,82764,36624,26.85950413,16.10361993,41.28002513,0.416847905,0.462761587,0.022956841,2.273935528,54.48987483,0.818322115,72.90889241,9.5,0.553329597,0.011687832,8591,250,30.20636992,91,159,0,3364,3865,804,34320,26.51515152,46910,33.89469196,2219,,525.3,16.1666214,17.25359538,14,19.9,8.85039183,34,13.59217091,9.793681311,2.658974801,2.509424285,42.69655117,40.94461579,51.73022087,48.17231124,24.850129,5.105514865,5.603389757,24.39896934,33.7,6.2,31.9,51.82529022,69.1,40.41916168,6.23806094,46.6,78107,12054,6.479757757,46.55716993,16.16609224,0,1511.8005,0.018266402,0.621567676
22099,St. Martin Parish,53621,46229,24.20320397,15.02582943,29.74953843,0.703082747,0.939930251,0.027974115,2.987635441,64.57544619,1.419938975,75.8146173,9.6,0.533726301,0.012411252,5059,115,21.44682121,44,71,0,1691,2719,572,15737,27.95958569,35555,19.96906202,2460,,515.8,14.03958674,14.73052461,15.1,14.5,1.664861994,16,9.888812663,9.917970032,2.860927373,2.971035998,27.28696557,23.67578872,50.84202085,49.57055215,19.89515059,4.573613309,4.80884375,21.50437653,36.9,7.8,32.5,59.93673313,83.7,47.70530536,5.23684093,27.5,97937,19044,5.142669607,37.95369451,11.44265698,0,1121.233014,0.020910334,0.530050432
22101,St. Mary Parish,49774,39764,23.83774662,16.55884598,31.3657733,2.286334231,1.663519106,0.084381404,7.140274039,56.17189697,2.156451713,75.44031501,9,0.53509655,0.012409272,4574,132,26.51986981,60,68,4,1455,2104,662,16158,37.13330858,31169,21.81654849,4407,9.076469253,513.2,15.31531945,15.39724371,15.5,17.2,14.70735594,33,21.59120649,10.62681315,3.150823929,3.007132544,40.91566189,40.47083769,50.68710572,13.03934126,23.92194192,4.948700141,5.04692804,21.57765947,38,6.2,36.6,89.14181153,88.2,34.30494989,6.591056061,28.8,79371,17199,4.614861329,44.02043749,13.88544508,0,2605.729452,0.052351217,0.898506032
22103,St. Tammany Parish,258111,67054,23.98851657,16.92837578,12.25286795,0.554412636,1.476883976,0.050365928,5.738228902,78.38449349,1.674890571,78.55562381,9.3,0.55024082,0.013288468,25155,517,20.03014207,63,449,3,3634,18918,1667,29803,21.13881153,209123,21.47061777,13167,2.278423331,497.8,12.19523807,13.74991947,11.2,9.2,6.650640799,242,31.50877559,8.922298721,3.274324778,3.102962315,43.80399443,36.84547596,51.46274277,23.21810559,16.28533331,4.08798896,4.724847256,17.70928058,30.2,8.4,22.3,81.31299735,82.8,69.03498428,4.188481675,17,131771,27469,4.797080345,30.57349968,13.01518438,0,1970.852423,0.007635678,0.694537343
22105,Tangipahoa Parish,133777,47128,24.48926198,14.37466829,30.06421134,0.416364547,0.758725341,0.063538575,4.376686575,63.13491856,0.918370718,74.64286954,8.9,0.632577704,0.01359375,12389,288,21.52836437,80,205,3,3878,6996,921,38593,20.72914777,87582,23.40663607,4329,6.93000693,467,14.38240672,15.64060422,10.4,16.2,11.13664431,120,30.22791851,10.11211554,2.611283039,2.442953339,34.64168985,32.46933734,51.5686553,40.92917248,22.13936065,4.571584174,5.036266428,22.02475615,38.7,6.7,33.7,67.89350686,70.6,51.75529169,5.480838224,24.3,96996,17407,5.572241053,45.20089638,17.88582592,0,1207.017363,0.009022607,0.552205026
22107,Tensas Parish,4462,28962,22.90452712,24.40609592,53.89959659,0.201703272,0.201703272,0,2.196324518,42.29045271,0.09163803,75.12029179,9.2,0.455752515,0.00818829,358,8,17.92917974,,,,217,113,16,2543,,2093,,30,,362.7,21.36628115,21.0132251,19.4,25.7,16.8913753,,,10.97070649,2.322265081,2.164090799,37.5691636,38.46081876,51.63603765,100,34.95535372,6.406760112,6.176624976,28.47731875,30.7,4.4,33.2,15.30845392,84,26.43171806,7.739726027,47.7,54429,9855,5.522983257,58.37789661,12.62886598,0,490.5188164,0.1099325,0.29527472
22109,Terrebonne Parish,111021,51665,25.30151953,14.39727619,18.95587321,6.061916214,1.13311896,0.110789851,5.06750975,66.67387251,1.681476026,75.61118338,8.7,0.518297994,0.016598326,9915,219,19.72599778,55,155,9,2307,6075,960,21588,25.47711692,79613,19.46918217,11386,7.904444054,509.3,14.38319006,15.59367676,11.4,14.1,12.29019195,108,32.11160567,11.99987405,2.939871014,2.780236216,33.18979185,29.17514358,50.77597932,20.62846415,20.85500197,4.600506495,5.114466821,22.29123563,41.6,7,31.1,80.71070982,82.4,45.60762563,5.003015162,22.6,104576,18951,5.518231228,39.67679607,13.4086629,0,3539.949866,0.031885408,0.656399501
22111,Union Parish,22330,43584,21.8898343,20.55530676,24.84997761,0.546350202,0.26421854,0.067174205,4.590237349,69.18943126,0.963400236,75.46846419,9.8,0.565993024,0.009608045,2351,77,34.48275862,34,41,2,831,1092,326,5594,60.77940651,16026,25.58342693,855,23.39181287,451.1,14.19276401,15.21691417,16.3,14.6,8.916556062,,,10.1881858,2.705158319,2.805259899,46.14504581,46.0020692,50.48813256,82.91008318,20.66814716,4.642961335,4.954710642,19.36931099,38.1,7.2,31.9,39.69895691,64.8,35.56352051,5.670272042,29.5,90921,14707,6.182158156,36.92338956,11.77547285,0,710.1675825,0.031803295,0.302867876
22113,Vermilion Parish,59830,48263,25.45378573,15.22981782,14.15677754,0.431221795,2.109309711,0.02172823,3.670399465,78.38375397,1.838202328,76.76826004,9.4,0.59741126,0.011418692,5153,116,19.38826676,18,90,4,897,3332,587,8841,20.35968782,48733,18.46797858,2293,17.44439599,487.6,14.29101877,15.29335364,9.8,13,2.366521961,26,14.43073525,10.71737082,3.133571846,3.063884545,50.44848337,49.21166653,51.57278957,54.62163141,20.81631301,4.704208987,5.11110213,20.42132765,38.8,8.1,33.6,59.64585596,93.5,45.0619779,5.273598942,25.2,100475,20190,4.976473502,33.80983607,13.61232467,0,10070.55964,0.168319566,2.521212542
22115,Vernon Parish,48860,47664,24.8239869,12.19607041,13.82726156,1.616864511,2.05280393,0.499386001,9.381907491,70.04707327,0.586862002,74.85724807,9.5,0.662031435,0.010080374,2991,101,20.67130577,11,90,0,414,1696,567,7437,14.79091031,38648,23.28710412,4922,,510.7,14.01480999,14.84178871,13,14.3,20.87942803,21,13.98554827,8.327314748,3.237921184,3.085908237,47.98587272,40.1812762,46.69463774,49.8968166,19.88470052,4.644145283,4.934957281,20.29266779,35.4,6.2,31.6,66.26858257,90.8,59.14048299,6.589775561,23.6,90054,20966,4.295239912,29.63426071,10.98931984,0,3832.278354,0.078433859,1.103980872
22117,Washington Parish,46582,36850,24.11231806,17.93611266,30.11034305,0.457258168,0.283371259,0.02146752,2.449443991,65.42655962,2.139823212,72.45453,9.1,0.593201785,0.012290119,4299,128,27.47842514,45,83,0,1210,2353,528,13987,32.17273182,31134,26.65895805,1336,,491.7,16.2109666,16.53751087,23,17.7,4.797523729,93,66.65472138,10.1300813,2.63889459,2.338418092,38.68048224,37.15735178,50.56674252,66.6744403,26.11445318,5.180411583,5.250988951,23.23606837,42.8,7,36.8,39.37839213,81.57074762,40.3525955,5.74992575,36.7,75832,13186,5.750947975,53.09710818,16.09951387,0,1303.728387,0.027987815,0.744777933
22119,Webster Parish,38798,35070,22.63003248,19.75875045,34.00948503,0.556729728,0.435589463,0.025774525,1.992370741,61.72740863,0.107709293,73.59081211,9.9,0.567155571,0.012087264,4020,109,28.09423166,42,65,2,1397,1931,524,13568,30.95518868,25179,25.81516343,884,22.62443439,506.7,16.24025449,17.08061663,14.4,18.6,15.12224459,,,9.397261165,2.544846587,2.617192422,35.2778227,34.9501552,51.38666942,53.04195889,23.43071078,5.129498287,5.443905068,22.964288,32.9,5.9,31,50.99861674,76.6,49.32512688,6.11535315,34.5,64744,14575,4.44212693,41.30265644,15.72287251,0,698.6988138,0.01800863,0.438706093
22121,West Baton Rouge Parish,26427,58205,24.44848072,13.64891967,39.37639535,0.238392553,0.715177659,0.056760132,3.216407462,55.30707231,0.328141225,78.06093467,9,0.93880414,0.026024501,2709,57,21.56885004,36,21,0,1144,1241,181,10320,34.88372093,15008,13.99253731,532,,499.8,13.2280022,14.16708675,9.1,14.9,5.755759647,12,15.28915617,7.481793097,3.058686692,2.79069501,27.65092603,27.70504979,50.63003746,30.46073651,19.83717815,4.360122601,4.695299351,20.02215404,37.9,7.4,20.8,73.57911552,74.3,56.56649972,4.442637493,20,123098,23602,5.215574951,47.59923175,13.50621286,1,1133.079657,0.042875834,2.146882175
22123,West Carroll Parish,10982,39332,23.06501548,19.03114187,15.6164633,0.855946094,0.318703333,0.027317429,3.961027135,78.47386633,0.122676229,74.25312862,9.6,0.437520603,0.007734212,1168,41,37.33381898,6,34,1,175,423,542,1800,33.33333333,8992,37.8113879,388,25.77319588,475.6,14.80181016,15.66150447,24.8,16.6,3.067126683,,,10.81049149,2.724291863,2.576061426,19.26360777,13.55961106,49.11673648,100,21.21570143,4.830642558,4.981808691,21.27797866,46.8,7.3,29.4,33.28162703,93.3,35.88362069,9.203084833,34,90200,16105,5.60074511,35.05747126,5.495818399,0,328.3895905,0.029902531,0.351606643
22125,West Feliciana Parish,15460,60296,16.17076326,15.02587322,44.27554981,0.174644243,0.265200518,0.038809832,1.558861578,52.93661061,0.48797018,77.86076654,9,0.521375376,0.011423238,1144,33,21.3454075,18,15,0,518,413,300,6807,26.44336712,8243,18.19725828,327,,482.1,13.55883243,13.7958146,8.4,14.4,19.56203073,,,6.866370809,3.134358148,2.949912994,35.86484515,35.05489769,34.6313066,100,20.84828416,4.456674381,4.532396976,21.89836709,21.8,6.3,14.2,14.9952,90.9,45.88127013,3.974503187,19.3,127000,19789,6.417706807,42.89090193,13.27319588,0,468.6286203,0.03031233,0.424737775
22127,Winn Parish,14134,40133,20.99900948,18.5793123,30.61412198,0.87024197,0.240554691,0.021225414,2.186217631,64.64553559,0.189684103,74.09630977,9.4,0.587350152,0.00827859,1518,43,30.42309325,13,29,1,391,735,257,4583,28.36569932,9618,30.15179871,293,34.12969283,455.3,16.06779949,16.44922282,22.1,19,12.54443507,,,9.189508973,2.609050035,2.602268097,38.7716696,36.04757165,46.40582991,64.89257494,24.42104522,5.135487795,5.204631292,22.92733809,37.3,6,26.5,80.2716646,85.1,36.84210526,6.274111675,28.7,82780,15241,5.431402139,40.68076669,9.834558824,0,1682.437248,0.119034756,0.678964079
